Codigo;descricao
LQ1221BR;Liquid Suggar sem Filtro 127V
LQ1222BR;Liquid Suggar sem Filtro 220V
LQ1221CXBR;Liquid Suggar sem Filtro 127V C/6
LQ1222CXBR;Liquidif Suggar sem Filtro 220V C/6
4843080;Espremedor Juicer Inox - JC7811-22IX
4843081;Cobertura do Juicer Inox - JC7811-22IX
4843082;Filtro do Juicer Inox - JC7811-22IX
4843083;Direcionador do Juicer Inox - JC7811-22IX
4843084;Bico p/ saída do suco do Juicer Inox - JC7811-22IX
4843085;Acoplador do Juicer Inox - JC7811-22IX
4843086;Copo de resíduos do Juicer Inox - JC7811-22IX
4843087;Tampa da jarra  do Juicer Inox - JC7811-22IX
4843088;Jarra do Juicer Inox - JC7811-22IX
4843089;Base do Juicer Inox - JC7811-22IX
4843090;Proteção Esq. Juicer Inox - JC7811-22IX - lado sel
4843091;Proteção direita do Juicer Inox - JC7811-22IX
4843092;Alça da trava de segurança Juicer Inox JC7811/22IX
4843093;Chave da trava de segurança Juicer - JC7811-22IX
4843094;Motor 127V do Juicer Inox - JC7811IX
1403034;Polipropileno 40% Carbonato de Calcio
4840026;Passa cabo p/ Batedeiras Batmax/Giromix/Batplus
4840027;Placa de suporte das borrachas anti-vibração motor
4840028;Parafuso aa cab.flang/ph 3,0 x 12,0mm
4840029;Borracha anti-vibracao do motor das Batedeiras
5152008;Modulo 1 BFA-701
5152009;Valvula canhao AC-3905 
5152010;Bobina p/ eletrovalvula Asco 99257-2B 220V/240V 
5152011;Kit de reposicao p/ valvula 2004 SLBA5 
5152013;Valvula BFC-735
5152017;Kit de reposicao K-8018 
5152019;Desviador BFP-138 
5152020;Kit de reposicao K-8002 
5152021;Junta BFT-27 
5152022;Difusor BFP-714 
5152028;Junta BFT-107 
5152030;Valvula de gatilho BFP-538 
5152031;Injetor BFT-104
5152032;Interruptor de pressao BCA-717 
5152033;Painel BFA-764 
2205058;Nipple M12 Sabaf
2205059;Porca Arim
2205060;Injetor Auxiliar GLP Ø 0,50 SABAF
2205061;Conjunto Tubo Alimentação 5Q
2205062;Injetor Semi-Rápido GLP Ø 0,65 SABAF
2205063;Injetor Tripla Chama  GLP  Ø 0,97 SABAF
2205064;Trempe Ferro Fundido Pr Tc
2205065;Cabo Ignitor 1440 T-Chama 600mm
2205066;Injetor Auxiliar  GLP Ø 0,50 Sabaf
3722BR;Lav Suggar Lavamatic Super 220V
3611AZ;Lav Suggar Predileta 127V
PV4261BR;Passad Suggar VaporJet Portatil Bivolt
PV4262BR;Passadeira Suggar Vapor Jet Portátil 220V
DT82PR;Dep. Suggar Titan 80CM 220V
51521058;Elemento Filtro Óleo NIRVANA Código 54672654
4843060;Copo de resíduos Juicer Inox
4843061;Direcionador da polpa Juicer Inox
5152037;Adaptador BFP-84 
5152038;Capa BFP-719 
5152039;Kit de reposicao K-8017 
5152040;Valvula BFP-708
5152044;Interruptor BSS-6103 
5152215;Parafuso Allen Cabeça M 3 x 25 mm
5152216;Parafuso Allen Cabeça M 5 x 80 mm
5152218;Parafuso Allen Cabeça M 5 X 100 mm
5152219;Parafuso Allen Cabeça M 10 x 100 mm
5152221;Ponta Montada A28 - 16 x 16 mm
5152222;Parafuso Allen Cabeça M 3 x 10 mm
5152225;Parafuso Allen Cabeça M 4 x 50 mm
5152226;Parafuso Allen Cabeça 1/2  5/16 x 3.1/2
5152227;Parafuso Allen Cabeça 5/16 x 2.1/2
5152228;Parafuso Allen Cabeça 3/4 x 5
5152229;Parafuso Allen Cabeça 3/4 x 6.3/8
5152230;Parafuso Allen Cabeça 3/4 x 3.1/2
5152231;"Porca Sextavada Latão 3/8"""
5152232;"""Porca sext. 7/16 latao """""""
2205067;Parafuso  M4x10
2205068;Suporte da Trempe da Tc Escov.
5150000;Produto Genérico da Manutenção.
DT82PT;Dep. Suggar Titan 80CM 220V
DT61PT;Dep. Suggar Titan Preto 60CM 127V
DT62PT;Dep. Suggar Titan Preto 60CM 220V
DT61PR;Dep. Suggar Titan Prata 60CM 127V
DT62PR;Dep. Suggar Titan Prata 60CM 220V
4824232;Base recarregadora do ferro Madri 127V
4824233;Base recarregadora do ferro Madri 220V
4824234;Tampa do cabo de forca
4824235;Corpo da base ferro Madri
4843062;Suporte do direcionador de polpa Juicer Inox
4843063;Borracha anti-vibracao  Juicer Inox
4843064;Suporte do motor Juicer Inox
4843065;Motor 127V Juicer Inox
4843066;Motor 220V Juicer Inox
4843067;Proteção esq. de aço (lado seletor de velocidade)J
4843068;Proteção do motor do Juicer Inox
4843069;Proteção frontal de plástico Juicer Inox
4843070;Proteção dir. de aço Juicer Inox
4843071;Interruptores do Juicer Inox
4843072;Caixa para os interruptores do Juicer Inox
4843073;Suporte do Cj. Motor
4843074;Base do Juicer Inox
4843075;Pés de borracha Juicer Inox
4843076;Direcionador da alça trava Juicer Inox
4843077;Protecao do direcionador Juicer Inox
4844001;Engrenagem de encaixe do copo na base
91003063;Serviço Etiqueta Procel Lav. VIVA 6.0 
5152233;Porca Sextavada M 06 Latão
5152236;"""Parafuso allen 5/16 x 3/4"""" """""""
5152237;Parafuso Allen Cabeça 1/2 x 3/4
5152238;Parafuso Allen Cabeça 5/16 x 1/2
5152240;"""Arruela lisa 3/16 galvanizada """""""
4828076;Quadro para termostato - FRAME FOR PCB 
5152352;Alcool Etilico (Uso Industrial)
5152353;Acetileno
5152354;Ponta phillips n. 1 x 25,4mm
5152355;Ponta phillips n. 2 x 25,4mm
5152359;Óleo Mineral Biotech SXMS 
5152361;Gas GLP Ultrasystem
5152365;Rolamento 6206 2Z/VA 208 SKF
5152367;Óleo de corte Ratak HF-15
5152368;Alcool Isopropilico 
5152369;Fluxo para Solda Prata 
5152370;Solda Foscoper 
5152372;Gas Natural Comprimido  (GNC)
5152373;Protetivo de Moldes Ultralub 5PRMNA5
1103096R;"Sifao 1/2 em """"L"""" branco NV Refugado"
1103124R;Tampa movel Sluxo Refugada
1103202R;Gabinete BR Lav. Lavamatic Super dobrado Refugado
1103090R;Polia batedor Ø 213,4 Refugada
1103091R;Polia motor A-34 Refugada
1103170R;Tampa do comando TQ II Refugada
1101541R;Canto de acabamento dir. coifa 60/90cm Refugado
1101544R;Acionamento da mola da trava Refugado
4824236;Protetor do conector
4824237;Topo da base ferro Madri
4824238;Roda de borracha
4824239;Suporte do conector
4824240;Disco de contato do conector
4824241;Conector ferro elétrico Madri
4824242;Mola do conector ferro elétrico Madri
4824243;Presilha do cabo
4824244;Cabo de força ferro Madri
4824245;Terminal do cabo ferro Madri
4824246;Pé de borracha
4824247;Vedação da tampa do reservatório ferro Madri
4824248;Caixa p/ ferro FR0121BR
4824249;Caixa p/ferro FR0122BR
4826071;Manual p/ Grill Petisco/Sabor PT/BR
4826072;Caixa p/ Grill Petisco
4824255;Base completa 220V -  Ferro Milao 220V - FR0122BR
4804132;Manual para forno
1044001;Selo de Ruido Liquidificador 127V
5152676;Tubo PVC Esgoto 40 mm
5152677;Vaso turco branco
91103257;Seviço de Injeção da Tampa do dispenser Favorita/Lavamax 
2205071;Parafuso M3 X 6 IX
2205072;Usina de Ignição 4 Saídas
5152901;"Mangueira SAE 100R2 - 3/8""xxx"
5152902;"Terminal Prensado Femea Giratório 3/8""x 3/8""xx"
5152903;Retentor Sabo 0112 BR 22,00x 38,30x 8,0x
5152904;Retentor Sabo 00804 BR 55,00x 75,30x 10,00x
51521152;Etiqueta PRR - 20/5 REP Reitz
51521153;Bateria Selada 12 Volts 7 AH GET POWER-CF
51521159;"Correia em ""V"" C 225 Goodyear"
95050169;Serviço para Guarda-pó (Recuperado)
51521192;Transdutor de Deslocamento Linear Modelo LTM 700
51521217;"Cantoneira de Ferro 3"" x 3/16"
51521218;"Tubo Ferro 55 3"" # 13"
51521263;Anilha para Cabo 1,5 a 2,5 mm  Nº0
51521264;Anilha para Cabo 1,5 a 2,5 mm  Nº4
51521265;Anilha para Cabo 1,5 a 2,5 mm  Nº5
51521266;Anilha para Cabo 1,5 a 2,5 mm  Nº6
51521267;Anilha para Cabo 1,5 a 2,5 mm  Nº7
51521268;Anilha para Cabo 1,5 a 2,5 mm  Nº8
51521269;Anilha para Cabo 1,5 a 2,5 mm  Nº9
5152699;Gaxeta Nitrile SRV-011 Diametro 85 x 105 x 10 mm
5152700;Espigão Macho 125HBL-16-12
5152701;Joelho 45º Galvanizado
5152702;Jogo de Mola AFK B 1000 - 18M Código 02457
5152703;"Junta Cobre JC 1/2"" BSP"
5152704;Mangueira SAE 100R2 AT HI 381-16i
5152705;Tubo PU-Espiral UFSG 7,00 x xxx
5152706;Mangueira SAE 100R2 AT 381-8-301SN-8
5152707;Mola Referencia 14505977 Posição 34 Grampeador BEA
5152708;"Niple Duplo Galvanizado de 3"""
95050162;Serviço para Colete Verde de Treinamento - Recuperado
95050158;Serviço para Saco Alvejado - Recuperado
95050159;Serviço para Sapato - Recuperado
95050160;Serviço para Avental de Lona - Recuperado
95050161;Serviço para Macacão de Brim - Recuperado
51521927;"Curva Galvanizada 3/4"""
91101325;Serviço de Injeção do Painel frontal ANTARES 60 BR
91101326;Serviço de Injeção do Painel frontal ANTARES 60 BM 
91101394;Serviço de Injeção do Painel frontal ANTARES 80cm BR 
91101395;Serviço de Injeção do Painel frontal ANTARES 80cm BG
5152998;Cubo 901 Furo 38 x 10 x 8 mm
51521258;Perfil U Simples 100 x 50 # 13
51521259;Resistencia Incoe RHK 8,2 x 600 mm
51521260;Base Heater Gold D12 BH 24072 Incoe
51521261;Resistencia de corpo DF18 BH32026
51521262;Multi-zone 1 meter D-MTC 405
51521426;Mangueira Montada HF301SNCACA 323216
1003082;Fita decorativa 600x25mm para Lav. ALELUIA
1103441;Tampa movel da lavadora TOP.4.0 BR.
2205073;Eletrodo de Ignição 200mm SABAF
2205074;Trava Mola para Eletrodo
2205075;Mesa de Vidro 4Q
2205076;Trava Mola P/ Termopar/ Eletrodo Queimador Forno
2205077;*Injetor Ø 1,25mm p/ Queimado 2,7kW GN
2205078;Conjunto Tubo Alimentação 4Q
2205079;Mesa de Vidro 5Q
5152950;Braço da Articulação Cruzeta
9993BR;Expositor Branco para depuradores, cooktop ou fogão
51521071;Elemento Filtrante Atlas Copco
51521072;Manômetro Atlas Copco Referencia 1619 5269 - 00
51521073;Manômetro Atlas Copco Referencia 0878 1223 - 00
51521198;Sensor Indutivo IFL 10.30.10T-1310 ACE Schmersal
51521199;Transdutor de Deslocamento Linear TLH 1.250
51521200;Mini Disjuntor Siemens Tripolar 50 A.
5152536;Cabo PP 750 Volts Extra Flexivel 30 x 1,0 mm
5152537;Cabo FI Telefone Cinza (P/ Telefone)
5152538;Cabo Flexível Cobre 2,5 mm Branco
5152539;Cabo Flexível Cobre 2,5 mm Verde
5152540;Cabo Flexível Cobre 2,5 mm Vermelho
5152541;Cabo Flexível Cobre 10,0 MM Branco
5152542;Cabo Flexível Cobre 10,0 MM Preto
5152543;Cabo Flexível Cobre 10,0 mm Verde
5152544;Cabo Flexível Cobre 10,0 mm Vermelho
5152545;Cabo Flexível Cobre 2,5 mm Preto
5152546;Cabo Flexível Cobre 4,0 mm Branco
5152547;Cabo Flexível Cobre 4,0mm Verde sil
5152548;Cabo Flexível Cobre 4,0 mm Vermelho sil
5152549;Cabo PP 750 Volts Flexível 4 x 0,75 mm
51521427;Raspador D-Molythayne D-01250
51521428;Gaxeta B Molyhane 6-19701260-354 B
51521429;Gaxeta B PS08 Código BS 3242 P508
51521430;Anel Oring Código 2-230-N0674 -70 63,09x 3,53x ANx
51521431;Gaxeta/raspador EU 1828
51521432;"Correia em ""V"" 3 L 170 Goodyear"
51521433;Texturato Rustico 28 Kg
5152951;Bucha de Nylon do Suporte da Embreagem
5152952;PLaca Lateral Suporte Embreagem
VS2001IX;Conj 3 Vasilhas Inox Suggar
VS2001CXIX;Conj 3 Vasilhas Inox Suggar CX C/20
51521134;Resistencia de ceramica Ø 130 x 75 mm 1.200 W. 220 Vca
51521135;Microrruptor Kap M3C 15 A 250 Vca
51521136;Macho Manual M 40
4845139;Aquecedor de vapor PV4261BR
51521140;Valvula Pneumática CH1 3/2 Vias 1/4 RM 24Vcc
5152379;Adesivo Akros 850 Gramas
5152380;Adesivo Estrutural LOCTITE 326 codigo 385665 50g
5152381;Anel Oring 177,39 x 3,53 x ANxx
5152382;Anel Oring  2-222 N0674-70 37,69x 3,53x ANx
5152383;Anel Oring  82,14 x 3,53 x Anx
5152384;Anel Oring 2-248N0674-70
5152385;Anel Oring  2-259 N0674-70 158,34x 3,53x ANx
5152386;"Anel de Vedação ""O"" ring 1-244 Ø 107,544 x 3,531"
5152387;Gaxeta B Molythane 6-31503937-429 B
51521092;SIFAO DUPLO TUBO EXTENSIVO UNIVERSAL ESGOTO BRANCO
1403072;PP COMP. CABOR - ACP.
5152455;Mang. alta Pressão HF 381C9C9202012
5152456;Mangueira Montada HF381M34C9M34C4252512
5152457;Metalon de Ferro 50 x 30 # 14 Barra de 06 metros
5152458;Metalon 50 x 20 # 1,2 (Barra de 06 metros)
5152550;Cabo VTP 4P 24 AWG CAT5-E Azul
5152551;Caixa de sistema x 75x75x31mm Código 89147 Pial Le
5152552;Canaletas Sist. x  20 x 10 Pial Legrand
5152553;Capácitor Trifáfico 25 KVAR 220 Volts 60HZ
5152554;Capacitor Trifáfico 30 KVAR 220 Volts 60 HZ
PE1022PT;Panela Eletrica Chef Gourmet PT 220V
TP9601IX;Coifa Suggar Parede Ametista 90CM 127V
TP9602IX;Coifa Suggar Parede Ametista 90CM 220V
PE1011CXPT;Panela Eletrica Chef Gourmet 127V CX c/4
PE1022CXPT;Panela Eletrica Chef Gourmet 220V CX c/4
51521406;Soquete p/ Lâmpada HQI Retangular A12 PAR
TP4521IX;Coifa Suggar Piramidal Opala 45CM 127V
TP4522IX;Coifa Suggar Piramidal Opala 45CM 220V
TP3521IX;Coifa Suggar Quartzo Redonda Ilha 35CM 127V
TP3522IX;Coifa Suggar Quartzo Redonda Ilha 35CM 220V
5050170;Perneira / Joelheira
51521478;Rolamento 6201 ZZ
51521479;Rolamento 6308 ZZ
5650446;Depurador para teste Engenharia
5650447;Fogão de piso para teste Engenharia
5152610;Resistencia P/ Bucha - SCH0092 - 800WATS - 220V
5152611;Resistencia Cerâmica Ø 292 x 80 mm - 3.000 Watts
5152612;Resistencia de Mica Ø 120 x 100 mm
5152613;Resistencia Linear Hotflex 8,5 x 300 mm 650 Watts
5152614;Resistencia Linear Hotflex 8,5 x 450 mm 1050 Watts
5152615;RESISTENCIA colera 40X100
5152616;Resistencia Linear Hotflex 8,5 x 700 mm 1750 Watts
5152617;Resistencia Linear Hotflex 8,5 x 950 mm 2350 Watts
5152618;"Seltubo Flexivel Preto 3/4"""
5152619;Sensor Proximidade Pulsonic M.SIDR-85-10PW 2T
5152620;Transdutor de Deslocamento Linear Modelo LTM 400-P
5152388;Raspador D Molythane D-02750
5152389;Anel Vedador EHR 0155
5152390;Arruela Atlas Copco
5152391;"Barra Ferro Chata 1/8"" x 1.1/8"" (Barra de 06 Mts)"
5152392;"Barra Ferro Chata 1/8"" x 2"" (Barra de 06 Mts)"
5152393;"Bucha de Redução Galvanizado de 1/2 x 1/4"""
5152394;"Bucha de Redução Galvanizada de 2"" x 1.1/2"""
5152395;"Cabo de Aço 5/8"" 6 x 25 AF"
5152396;"Cabo de Aço 3/16"" AF 6 x 19"
5152397;"Cabo de Aço 9/16"" Polido - 6 x 41 AF"
5152905;União Painel FSB06N   6,00x 6,00xx
5152906;Conector Macho Easylok FSC10-38N 10,00x 3/8xx
5152907;Conector Macho Easylok SAE 68C-3-2 3/16x 1/8xx
5152908;Flange 81 LB 1/4
5152909;TEE União 84LB 1/4xxx
5152910;Anilha SAE 60C-4 1/4xxx
5152911;Conector Macho 5/16x 1/8xx
5152912;Flange 5/16xxx
5152913;Anilha SAE 5/16xxx
5152459;"Niple Duplo Galvanizado de 1.1/2"""
5152460;"Niple Duplo Galvanizado 1"""
5152461;Niple Duplo Galvanizado 1/2
5152462;Óleo Mineral DTE 26 Atlas Copco
5152463;Óleo Hidráulico AW68 HLP IBC NR
5152464;Óleo Hidráulico Lubrificante ISO 220 tambor de 200L
51521270;Anilha para Cabo 1,5 a 2,5 mm Letra R
51521271;Anilha para Cabo 1,5 a 2,5 mm Letra S
51521272;Anilha para Cabo 1,5 a 2,5 mm Letra T
51521273;Anilha para Cabo 1,5 a 2,5 mm Sinal +
91903025;Serviço para Manual Instrucao  Lav.TOP 4.0 
91903024;Serviço para Manual Instrução LAV. ALELUIA
51521492;Bloco de Concreto 015 x 19 x 19 com Fundo
51521493;Pino Engate Femea 1/2x 1/2xx Código H4-63
51521494;Anel Oring 2-213 N0674-70 23,39x 3,53x ANx
51521495;DSP-25,81x 1,40x Código 8-14 PTFE
51521037;Vidro Fantasia Canelado
51521038;União Rotativa 1.020 / 10 - U  - Rosca Paralela
51521039;Gaxeta B Molythane xxxxxx
51521040;"Micro Pneumático 3/2 - 1/8"" Código 0230.12.311"
51521166;Filtro P/ Bebedouro Lider - NEW FILTER FLOW (Menor)
51521167;Kit Reparo Válvula Primor 40 mm
5152621;Transdutor de Deslocamento Linear Modelo LTM 225 S
5152622;Transdutor de Deslocamento Linear Modelo LTM 130
5152623;Fim de Curso Código T1K 335-20ZH 17N
5152624;Soquete Fixo para Lâmpada Fluorescente HO 110W
5152625;Terminal Isolado Tipo Olhal 1,5 mm Vermelho
5152626;Terminal Isolado Tipo Olhal 1,0mm a 2,5mm Az
5152627;Terminal Compressão 10,0 mm
5152922;Conjunto Rotativo Vickers MOD. 35VQ 38GPM
515292;xxxxxxxxxxxxxxxxx
5152923;Bomba Dupla de Engrenagens DFA 200
5152924;Correia Transportadora em PVC Lisa Verde
5152925;Terminal Prensado ICA48-10-4
51521036;Chapa FF SAE 1008 # 1,20
5152926;"Mangueira Sinfonada 1.1/2"" x 50 mm"
51521030;Contator Tripolar Siemens Codigo 3TF52 22 OAN1
51521043;Bronzina Código T3G/MB
51521044;"Parafuso Sextavado 3/8"" x 1.3/4"""
51521274;Anilha para Cabo 1,5 a 2,5 mm Sinal -
51521275;Anilha para Cabo 1,5 a 2,5 mm Letra Z
51521276;Anilha para Cabo 1,5 a 2,5 mm Letra N
51521277;Anilha para Cabo 0,5 a 1,5 mm Letra N
51521278;Anilha para Cabo 4 a 6 mm Nº0
51521279;Anilha para Cabo 4 a 6 mm Nº1
51521280;Anilha para Cabo 4 a 6 mm Nº2
51521281;Anilha para Cabo 4 a 6 mm Nº3
51521282;Anilha para Cabo 4 a 6 mm Nº4
51521283;Anilha para Cabo 4 a 6 mm Nº5
51521284;Anilha para Cabo 4 a 6 mm Nº6
51521287;Anilha para Cabo 4 a 6 mm Nº7
51521288;Anilha para Cabo 4 a 6 mm Nº8
51521289;Anilha para Cabo 4 a 6 mm Nº9
51521290;Anilha para Cabo 4 a 6 mm Letra R
51521505;Filito Com 18 KG
51521168;Chapa F. Q. # 13 (2,25)
51521169;Tinta Nova Cor Piso Liso Amarelo
51521170;Tinta Nova Cor Piso Liso Verde
51521473;Anel Nitrilica A 396,87 x 3,53
51521506;Parafuso Latão Cabeça Escariada  M 12 x 25 mm
51521104;Balancin Draw Modelo P-5
51521105;Cabeçote Fixo M12 ZCEF2 Telemecaniqui
51521106;Cabo de Ligação ZCM21L2 Telemecaniqui
51521107;Bomba Centrífuga Plástica Monobloco SH-12124
51521141;"Conexão Reta Instantanea 1/4"" BSPT-T TDS-10 U"
51521142;"Silenciador Plástico SQW 1/4"""
51521231;Telha Galvanizada Trapesoidal Trapézio
1155121;Expositor NOVO para Deurador -2009
1155122;Embalagem NOVO expositor depurador
1155123;Placa promocional silkada do expositor Depurado NV
1155124;Fechamento lateral do NOVO Expositor Depurador
1155125;Coluna lateral 1850 mm NOVO Expositor Depurador
1155126;Coluna lateral 1785mm NOVO Expositor Depurador
5152555;Capacitor Trifáfico 30 KVAR 380 Volts 60 HZ
5152556;"Condulete 3/4"" Tipo E"
5152557;"Condulete 3/4"" Tipo C"
5152558;Contador WEG MODELO CWM95/220VAC/60HERTZ
5152559;Cordão espiral para telefone Códico 59878 grafite
5152560;Cordão Liso para Telefone Código 59910 Grafite
5152561;Mata-Junta Cotovelo 90º 20 x 10 Código 30990
5152562;"Mata-Junta Sistema X ""T"" 20 x 10 Código 30993"
5152563;Disjuntor Tripolar din 100a curva c- soprando
5152564;Disjuntor Tetrapolar DR Modelo 5SM1 642-0-25 A
5152565;"Duto Flexível Preto p/ Sealtubo 1"""
5152566;"Duto Flexível Preto p/ Sealtubo 1/2"""
51521232;Telha Translucida Ondulada Leitosa 1,00mm
51521374;Relé RS30 Conexel 220Vca/cc Cód. C1901409.2 1NA+01NF Com Led
51521375;Disjuntor Motor Siemens 3RV1011-1EA10 Ajut. 2,8-4
51521487;Bulon Ref. 14505975 Posição 32
5152398;"Cantoneira de Ferro 1. 1/2"" x 1/8"" x 6.000 mm"
5152399;Fusivel DZ Ultrarrapido 35 Amperes 500 volts
5152400;"Cantoneira de Ferro 1.1/2"" x 3/16"" (6 Metros)"
5152401;Capa para acoplamento Af 60
5152402;Cesto PP 3431, Dim:Ø 400x750 Aro metálico e bainha
5152403;Chapa de Acrílico Transparente
5152404;Chaveta Cilindrica Posição 22 (Máquina polikorte
5152888;Metalon Oblongo 16 X 30 #18 (6 metros)
5152889;Navalha Rotativa Aço 5160 p/ Moinho Mecanofar
5152890;Navalha Fixa Aço 5160 Moinho Mecanofar MF 800/8
1116003;Mistura BR  PARAIBA - BASE 10 kg PARAIBA
51521053;Lampada Compacta Eletrônica 127 Volts 20W E-27
51521234;Ferro Redondo Ø 1/2 Laminado (06 Metros)
51521235;"Ferro Chato 34 2"" x 1/4"""
51521236;"Esticador 3/4"""
51521237;Motor Eletrico Trifasico 25 CV 1760 RPM 04 Polos
51521238;Porca Sextavada M12
